395BA584-5A4F-4EEE-B0DA-2CC26ADF6561	[Жалобы и апелляции]->[Процессы]->[Создать жалобу]->{Успех}	(context.ReturnedContext.SuccessFlag)    	D85402DF-0231-4DA7-B4B4-EBFD5A55D3A3	1
C03777EB-E2B8-4D1C-97F7-019C344157EA	[Заявление на АСП]->[Вложения к заявлению]->[Процессы]->[Добавить изображение к заявлению]->{Поток}	(context.SuccessFlag)    	D26BA2F1-519A-4A9B-B4B1-F15CE5256B98	2
608854E8-8321-45DA-B197-02D1B66FD233	[Заявление на АСП]->[Вложения к заявлению]->[Процессы]->[Добавить изображение к заявлению]->{Поток}	(!context.SuccessFlag)      	D26BA2F1-519A-4A9B-B4B1-F15CE5256B98	2
3C4001C8-8A29-4E9C-A5D7-EEE4DA779C78	[Заявление на АСП]->[Процессы]->[Верификация]->[Сформировать список заявлений для верификации]->{Fail}	(!context.SuccessFlag)  	41E4F4B6-6B27-4679-A77F-6E39E7D2618C	1
EA48FA8B-262B-4FE5-8DA7-6ADCF16B5C21	[Заявление на АСП]->[Процессы]->[Верификация]->[Сформировать список заявлений для верификации]->{Success}	(context.SuccessFlag)  	41E4F4B6-6B27-4679-A77F-6E39E7D2618C	1
BEDCC449-5D3E-4E18-8A79-9AC2F4F14F85	[Заявление на АСП]->[Процессы]->[Добавить доверительное лицо]->{Поток}	(context.ReturnedContext.SuccessFlag)  	57AF003F-082C-4F66-94A7-F0304A507FE9	1
773A330F-0C63-4059-B2F9-B3B43838AF95	[Заявление на АСП]->[Процессы]->[Добавить доверительное лицо]->{Поток}	(!context.ReturnedContext.SuccessFlag)                             	57AF003F-082C-4F66-94A7-F0304A507FE9	1
822747BF-8BDD-4899-B07C-7DA1E4102583	[Заявление на АСП]->[Процессы]->[Добавить доход]->[Поток]	(context.SuccessFlag)  	F55375AC-9A8A-47D1-B805-3731A76EAE5C	5
630494E4-7DE1-4A02-9427-D941C2168105	[Заявление на АСП]->[Процессы]->[Добавить доход]->[Поток]	(context.SuccessFlag)  	F55375AC-9A8A-47D1-B805-3731A76EAE5C	5
525C84BA-F178-4D6A-B822-FA480B6CE85C	[Заявление на АСП]->[Процессы]->[Добавить доход]->[Поток]	(!context.SuccessFlag)                 	F55375AC-9A8A-47D1-B805-3731A76EAE5C	5
28E28C63-7743-4068-83F5-07EDDB1AADF1	[Заявление на АСП]->[Процессы]->[Добавить земельный участок]->{Поток}	(context.SuccessFlag)  	7A52EC20-1E77-4A48-B23D-B8F640E2AA8C	5
846F19A8-2812-4600-B88D-48661ABE3546	[Заявление на АСП]->[Процессы]->[Добавить земельный участок]->{Поток}	(!context.SuccessFlag)  	7A52EC20-1E77-4A48-B23D-B8F640E2AA8C	5
AD7D878C-20F3-47A0-913B-91A91D2BE59B	[Заявление на АСП]->[Процессы]->[Добавить земельный участок]->{Поток}	(!context.SuccessFlag)  	7A52EC20-1E77-4A48-B23D-B8F640E2AA8C	5
86CE5712-F9D7-453F-85CA-D910C34A5362	[Заявление на АСП]->[Процессы]->[Добавить земельный участок]->{Поток}	(context.SuccessFlag)  	7A52EC20-1E77-4A48-B23D-B8F640E2AA8C	5
EF045764-9BD8-4392-BE8E-E392EBE9C975	[Заявление на АСП]->[Процессы]->[Добавить члена домохозяйства]->{Success}	(context.ReturnedContext.SuccessFlag)           	BAB5331D-A3F8-4748-B17F-F282B2D623BF	5
A20770DB-EDDD-4E07-AB05-F2E128A19632	[Заявление на АСП]->[Процессы]->[Добавить члена домохозяйства]->{Success}	(context.SuccessFlag)  	BAB5331D-A3F8-4748-B17F-F282B2D623BF	5
97182F7F-3506-4F3A-AEAE-EFF75950F7FC	[Заявление на АСП]->[Процессы]->[Зарегистрировать умершего]->{Если член семьи}	(context.SuccessFlag)  	BA57A282-0A75-4753-B2ED-DFD69EC47F42	1
E1A9253C-D1F1-477E-A49A-D759F6D6AEFB	[Заявление на АСП]->[Процессы]->[Зарегистрировать умершего]->{Поток}	(!context.SuccessFlag)  	BA57A282-0A75-4753-B2ED-DFD69EC47F42	1
8ED310C5-0D40-4F62-8EBA-7CAED3EE1BB7	[Заявление на АСП]->[Процессы]->[Изменение адреса]->[Изменить АТД заявления]->{Не заполнено}	(!context.SuccessFlag)  	3AEB3ED3-F1CF-454C-9E90-F917649181C8	3
4142DADB-85FE-41BA-81EA-CF5C9A843FD7	[Заявление на АСП]->[Процессы]->[Изменение адреса]->[Изменить АТД заявления]->{Ок}	(context.SuccessFlag)  	3AEB3ED3-F1CF-454C-9E90-F917649181C8	3
0E391303-9A06-431E-AC7B-7E0AEC374A22	[Заявление на АСП]->[Процессы]->[Массовый расчет КОН]->{Выход из цикла}	(!context.SuccessFlag)  	00479F39-136C-4CBF-9357-F372A4949F5C	1
AE358BC9-6B6F-430D-BD44-CB3FE481A5B7	[Заявление на АСП]->[Процессы]->[Массовый расчет КОН]->{Поток}	(context.SuccessFlag)  	00479F39-136C-4CBF-9357-F372A4949F5C	1
5C15D64E-ECAD-4BFD-AEFE-88484EBA24C2	[Заявление на АСП]->[Процессы]->[Создание умершего человека]->[Fail]	(!context.ReturnedSuccessFlag)    	11966693-234C-43DF-B674-ACFD7A73352A	1
F7153139-C7EF-45B0-8B86-9CD1BC5D40CD	[Заявление на АСП]->[Процессы]->[Создание умершего человека]->[Fail]	(!context.ReturnedSuccessFlag)    	11966693-234C-43DF-B674-ACFD7A73352A	1
9C6D869D-2911-4997-9581-76B5053AABC5	[Заявление на АСП]->[Процессы]->[Создание умершего человека]->[Success]	(context.SuccessFlag)                           	11966693-234C-43DF-B674-ACFD7A73352A	1
B1C8BA56-7170-4F59-8E85-F5CB588762B8	[Заявление на АСП]->[Процессы]->[Создание умершего человека]->[Success]	(context.ReturnedSuccessFlag)    	11966693-234C-43DF-B674-ACFD7A73352A	1
2960885F-9191-4BEB-86E8-F9D4FC72905E	[Заявление на АСП]->[Процессы]->[Создание умершего человека]->[Success]	(context.ReturnedSuccessFlag)                                          	11966693-234C-43DF-B674-ACFD7A73352A	1
FC57EF59-1FA4-4AF5-9E5E-956BDD530823	[Заявление на АСП]->[Процессы]->[Создание умершего человека]->{HasBalance}	(!context.SuccessFlag)      	11966693-234C-43DF-B674-ACFD7A73352A	1
C65932A9-FAC1-412C-A62D-5AF7944F77CF	[Заявление на АСП]->[Процессы]->[Создание умершего человека]->{IsFamilyMember}	(context["CurrentApplicationStateId"] != null)    	11966693-234C-43DF-B674-ACFD7A73352A	1
C44C3829-4441-411D-80D2-1C17BD93E2AB	[Заявление на АСП]->[Процессы]->[Создать заявление]->[Fail]	(!context.SuccessFlag)  	E9FC6EB0-8D94-4A86-8FF4-E28BD43A93CE	1
76EAFEC4-26A3-427D-9E65-8F860290A909	[Заявление на АСП]->[Процессы]->[Создать заявление]->[Fail]	(!context.SuccessFlag)  	E9FC6EB0-8D94-4A86-8FF4-E28BD43A93CE	1
878D738C-D751-4913-8CA1-A52C685D6E29	[Заявление на АСП]->[Процессы]->[Создать заявление]->[Success]	(context.SuccessFlag)                                      	E9FC6EB0-8D94-4A86-8FF4-E28BD43A93CE	1
9601799E-2657-4AEE-9076-CA3C8452E87A	[Заявление на АСП]->[Процессы]->[Создать заявление]->[Success]	(context.SuccessFlag)  	E9FC6EB0-8D94-4A86-8FF4-E28BD43A93CE	1
023EBF29-3DE5-4F9A-A9F2-43F21B334DCB	[Заявление на АСП]->[Процессы]->[Создать заявление]->{Адрес ОК}	(context.SuccessFlag)  	E9FC6EB0-8D94-4A86-8FF4-E28BD43A93CE	1
F6E3D77D-C043-4773-9C63-FA64F2EC4E23	[Заявление на АСП]->[Процессы]->[Создать заявление]->{Без успешно}	(!context.ReturnedContext.SuccessFlag)  	E9FC6EB0-8D94-4A86-8FF4-E28BD43A93CE	1
EFFC4611-BBA7-4CB0-9E1B-2B271D3BFF7E	[Заявление на АСП]->[Процессы]->[Создать заявление]->{Не полный адрес}	(!context.SuccessFlag)  	E9FC6EB0-8D94-4A86-8FF4-E28BD43A93CE	1
06BA0AED-AD7F-4013-A51E-618A89C0270B	[Заявление на АСП]->[Процессы]->[Создать заявление]->{Поток}	(context.SuccessFlag)  	E9FC6EB0-8D94-4A86-8FF4-E28BD43A93CE	1
DABA21F8-E1A3-4F88-B3DC-A13717EA0DA6	[Заявление на АСП]->[Процессы]->[Создать заявление]->{Поток}	(context.SuccessFlag)  	E9FC6EB0-8D94-4A86-8FF4-E28BD43A93CE	1
69814766-13DE-4E4C-A038-F7130D0A3088	[Заявление на АСП]->[Процессы]->[Создать заявление]->{Поток}	(!context.SuccessFlag)  	E9FC6EB0-8D94-4A86-8FF4-E28BD43A93CE	1
2C1B65DC-B3B0-4173-93F2-3007EBA99695	[Заявление на АСП]->[Процессы]->[Создать заявление]->{Успех}	(context.ReturnedContext.SuccessFlag)  	E9FC6EB0-8D94-4A86-8FF4-E28BD43A93CE	1
AB0136B8-E57B-4361-8373-10C837BED5A0	[Проверки]->[Процесс]->[Создание акта проверки]->{Поток}	(context.SuccessFlag)    	6E934183-A04F-4EDC-97A3-36165F05DEBE	4
D75D7A8B-9A7C-435C-9C96-23D6FA0D18C8	[Проверки]->[Процесс]->[Создание акта проверки]->{Поток}	(!context.SuccessFlag)                       	6E934183-A04F-4EDC-97A3-36165F05DEBE	4
91A4DFC3-4369-4523-AC1D-C0C17A20E84F	[Проверки]->[Процесс]->[Создание акта проверки]->{Поток}	((int)context["ProccessId"] == 0)  	6E934183-A04F-4EDC-97A3-36165F05DEBE	4
4F2D463B-923C-4DD6-8459-C6B6C825B51B	[Проверки]->[Процесс]->[Создание акта проверки]->{Поток}	((int)context["ProccessId"] == 1)  	6E934183-A04F-4EDC-97A3-36165F05DEBE	4
697939A9-BB2A-47E1-9A05-C7B25016776E	[Проверки]->[Процесс]->[Создание акта проверки]->{Поток}	(!context.SuccessFlag)  	6E934183-A04F-4EDC-97A3-36165F05DEBE	4
78E9B3FF-B2A8-48DD-91A5-DAE4DFFCF5A5	[Сведения о гражданине]->[Процессы]->[Базовое заявление]->{Без успешно}	(!context.SuccessFlag)  	F6343693-4215-485C-8E7B-4D4BDDB8077C	7
EF534199-7ADC-4BF7-AF8C-09EF4CD93959	[Сведения о гражданине]->[Процессы]->[Базовое заявление]->{Поток}	  	F6343693-4215-485C-8E7B-4D4BDDB8077C	7
C7F59FA0-93FD-4193-8183-4924851D692A	[Сведения о гражданине]->[Процессы]->[Базовое заявление]->{Успех}	(context.SuccessFlag)  	F6343693-4215-485C-8E7B-4D4BDDB8077C	7
EB818870-37B9-4FFD-B664-63508A58D33C	[Сведения о гражданине]->[Процессы]->[Изменить данные гражданина]->[Ок]	(context.SuccessFlag)  	7A6F6E9C-B14B-4589-B86E-38BD8BCE7F66	1
4F6C81B1-D9A8-419A-A430-D2B01990339C	[Сведения о гражданине]->[Процессы]->[Изменить паспортные данные гражданина]->[Ок]	(context.SuccessFlag)  	09E84F1B-54A3-481A-8D3A-168B3FF2D045	1
3B87189A-1803-4948-88FC-F60A9B820951	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->[Без верификации]	(!((bool?) context["Verify"] ?? false))  	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
0C26CEAE-36D9-4001-9357-1A1D33BDD6B0	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->[Верификация]	((bool?) context["Verify"] ?? false)  	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
7B607B45-317C-417F-9E0D-FB465B62EE5B	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->[Успешно]	(context.SuccessFlag)  	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
BFBB9D32-FBB0-46AB-A85A-BAEB32490A69	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Данные найдены}	(context.DocumentList != null) 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
45C9167D-8CDB-4D38-9650-9A5A35AD3694	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Данные НРСЗ}	(context.ControlDatas != null && context.ControlDatas.Count > 0) 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
97D67E8B-340C-4AAD-8803-154A81C14B69	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Найден в НРСЗ}	(context.SuccessFlag &&   (context["Exists"] == null || false == (bool) context["Exists"])) 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
BF925788-B9C9-41EE-8F1D-D37F6B5AB11C	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Новый из НРСЗ }	(context.SuccessFlag &&   (context["Exists"] == null || false == (bool) context["Exists"]))         	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
121CD028-F1FF-45BC-850D-CEEE69DEA17F	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Нужно выбрать}	(context["HasRegionData"] == null) 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
E057DB42-77EC-445F-B18A-F5869F76CF89	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Ошибка при проверке}	(!context.SuccessFlag && !String.IsNullOrEmpty(context.Message))                                    	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
0E249F26-9298-47BF-BB60-F02949CD3284	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Поток}	(context.SuccessFlag) 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
1CF0899A-865E-4715-A1D7-20D37C063CB4	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Совпадают с НРСЗ}	(context.SuccessFlag) 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
2089ED56-69EC-4072-A288-36D1A28CE60D	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Существует в АСИСТ}	(context.SuccessFlag && context["Exists"] != null && true == (bool) context["Exists"])              	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
6DE27C78-D09D-4009-A604-BB935DF3F66F	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Существует в АСИСТ}	(context.SuccessFlag && context["Exists"] != null && true == (bool) context["Exists"]) 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
420CBA2C-2235-4F74-B37D-8B72D21FBFF3	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Успех и есть ПИН}	(context.SuccessFlag && context["PIN"] != null) 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
40FA721A-460B-4C52-A9EE-59BAB8801238	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Успех и нет ПИН}	(context.SuccessFlag && context["PIN"] == null) 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	4
F68E5532-5508-4799-9D5C-52F240B3011A	[Сведения о гражданине]->[Процессы]->[Поиск гражданина]->{Все поля заполнены}	(context.SuccessFlag && String.IsNullOrEmpty(context.Message))  	213AED9D-94C1-40A2-ADB7-8B79EBFFD19C	1
EA7F870E-BBC5-49C0-A1C9-2DA9F62B1DE8	[Сведения о гражданине]->[Процессы]->[Поиск гражданина]->{Имеются подобные записи}	(context.SuccessFlag && !String.IsNullOrEmpty(context.Message))  	213AED9D-94C1-40A2-ADB7-8B79EBFFD19C	1
F798B330-9707-48C5-817E-9E07C9863002	[Сведения о гражданине]->[Процессы]->[Поиск гражданина]->{Ошибка валидации}	(!context.SuccessFlag && !String.IsNullOrEmpty(context.Message))  	213AED9D-94C1-40A2-ADB7-8B79EBFFD19C	1
5C1A1837-84DC-4BE1-BE2F-CABD225CEAE7	[Системные объекты]->[Процессы]->[Добавить область видимости организации]->{Документ существует}	(context.SuccessFlag && !String.IsNullOrEmpty(context.Message))                                     	ABAE5C59-4CBD-4192-B7CF-9CB27AC210D7	1
3BF9F8C6-1841-4662-AC4F-31B9EB2BFEF1	[Системные объекты]->[Процессы]->[Добавить область видимости организации]->{Новый документ}	(context.SuccessFlag && String.IsNullOrEmpty(context.Message))  	ABAE5C59-4CBD-4192-B7CF-9CB27AC210D7	1
F944A079-1700-4569-8235-099959148710	[Системные объекты]->[Процессы]->[Добавить область видимости пользователя]->{Сохранить}	(context.SuccessFlag && String.IsNullOrEmpty(context.Message))   	1E0BF5A1-774B-4070-B050-25FE090107F1	1
F6F7A8C9-22DB-4E24-9899-C02A4D16CEE5	[Системные объекты]->[Процессы]->[Добавить область видимости пользователя]->{Уже существует}	(context.SuccessFlag && !String.IsNullOrEmpty(context.Message))   	1E0BF5A1-774B-4070-B050-25FE090107F1	1
FC90B629-836E-4086-89D7-050A25F0BC38	[Социальные карточки]->[Процессы]->[Журнал повторной печати социальной карточки]->{Поток}	                       	319BF21C-207E-4589-98A3-E03CEF3455A0	1
